,,,Up,Down
sc01,y2030,2030-03-22T05:00:00+01:00,15.83311795,15.83311795
sc01,y2030,2030-03-22T06:00:00+01:00,17.08579292,17.08579292
sc01,y2030,2030-03-22T07:00:00+01:00,17.85049795,17.85049795
sc01,y2030,2030-03-22T08:00:00+01:00,18.19642972,18.19642972
sc01,y2030,2030-03-22T09:00:00+01:00,18.39185166,18.39185166
sc01,y2030,2030-03-22T10:00:00+01:00,18.27450941,18.27450941
sc01,y2030,2030-03-22T11:00:00+01:00,18.09785289,18.09785289
sc01,y2030,2030-03-22T12:00:00+01:00,17.9340915,17.9340915
sc01,y2030,2030-03-22T13:00:00+01:00,17.7654652,17.7654652
sc01,y2030,2030-03-22T14:00:00+01:00,17.61544116,17.61544116
sc01,y2030,2030-03-22T15:00:00+01:00,17.58914953,17.58914953
sc01,y2030,2030-03-22T16:00:00+01:00,17.75780893,17.75780893
sc01,y2030,2030-03-22T17:00:00+01:00,18.39564902,18.39564902
sc01,y2030,2030-03-22T18:00:00+01:00,18.52770848,18.52770848
sc01,y2030,2030-03-22T19:00:00+01:00,17.95988046,17.95988046
sc01,y2030,2030-03-22T20:00:00+01:00,17.08672646,17.08672646
sc01,y2030,2030-03-22T21:00:00+01:00,16.26396334,16.26396334
sc01,y2030,2030-03-22T22:00:00+01:00,15.31986471,15.31986471
sc01,y2030,2030-03-22T23:00:00+01:00,14.51219838,14.51219838
sc01,y2030,2030-03-23T00:00:00+01:00,14.18867881,14.18867881
sc01,y2030,2030-03-23T01:00:00+01:00,13.92632405,13.92632405
sc01,y2030,2030-03-23T02:00:00+01:00,13.79023525,13.79023525
sc01,y2030,2030-03-23T03:00:00+01:00,13.93683521,13.93683521
sc01,y2030,2030-03-23T04:00:00+01:00,14.60015022,14.60015022
sc01,y2030,2030-03-23T05:00:00+01:00,15.76809457,15.76809457
sc01,y2030,2030-03-23T06:00:00+01:00,16.94270738,16.94270738
sc01,y2030,2030-03-23T07:00:00+01:00,17.73408196,17.73408196
sc01,y2030,2030-03-23T08:00:00+01:00,18.119361,18.119361
sc01,y2030,2030-03-23T09:00:00+01:00,18.25469761,18.25469761
sc01,y2030,2030-03-23T10:00:00+01:00,18.16880578,18.16880578
sc01,y2030,2030-03-23T11:00:00+01:00,17.97580125,17.97580125
sc01,y2030,2030-03-23T12:00:00+01:00,17.75631414,17.75631414
sc01,y2030,2030-03-23T13:00:00+01:00,17.54584572,17.54584572
sc01,y2030,2030-03-23T14:00:00+01:00,17.40118829,17.40118829
sc01,y2030,2030-03-23T15:00:00+01:00,17.27270381,17.27270381
sc01,y2030,2030-03-23T16:00:00+01:00,17.46472384,17.46472384
sc01,y2030,2030-03-23T17:00:00+01:00,18.07665087,18.07665087
sc01,y2030,2030-03-23T18:00:00+01:00,18.03372465,18.03372465
sc01,y2030,2030-03-23T19:00:00+01:00,17.44316476,17.44316476
sc01,y2030,2030-03-23T20:00:00+01:00,16.63646572,16.63646572
sc01,y2030,2030-03-23T21:00:00+01:00,16.00586163,16.00586163
sc01,y2030,2030-03-23T22:00:00+01:00,15.10581072,15.10581072
sc01,y2030,2030-03-23T23:00:00+01:00,14.30026529,14.30026529
sc01,y2030,2030-03-24T00:00:00+01:00,13.93047881,13.93047881
sc01,y2030,2030-03-24T01:00:00+01:00,13.53382291,13.53382291
sc01,y2030,2030-03-24T02:00:00+01:00,13.27585521,13.27585521
sc01,y2030,2030-03-24T03:00:00+01:00,13.16513841,13.16513841
sc01,y2030,2030-03-24T04:00:00+01:00,13.16630128,13.16630128
sc01,y2030,2030-03-24T05:00:00+01:00,13.56715529,13.56715529
sc01,y2030,2030-03-24T06:00:00+01:00,14.3979205,14.3979205
sc01,y2030,2030-03-24T07:00:00+01:00,15.2242116,15.2242116
sc01,y2030,2030-03-24T08:00:00+01:00,15.90459934,15.90459934
sc01,y2030,2030-03-24T09:00:00+01:00,16.12440778,16.12440778
sc01,y2030,2030-03-24T10:00:00+01:00,16.08024456,16.08024456
sc01,y2030,2030-03-24T11:00:00+01:00,15.8828738,15.8828738
sc01,y2030,2030-03-24T12:00:00+01:00,15.52054273,15.52054273
sc01,y2030,2030-03-24T13:00:00+01:00,15.22407129,15.22407129
sc01,y2030,2030-03-24T14:00:00+01:00,15.00625336,15.00625336
sc01,y2030,2030-03-24T15:00:00+01:00,14.98584821,14.98584821
sc01,y2030,2030-03-24T16:00:00+01:00,15.32878413,15.32878413
sc01,y2030,2030-03-24T17:00:00+01:00,16.17125678,16.17125678
sc01,y2030,2030-03-24T18:00:00+01:00,16.41588093,16.41588093
sc01,y2030,2030-03-24T19:00:00+01:00,15.96371638,15.96371638
sc01,y2030,2030-03-24T20:00:00+01:00,15.36343326,15.36343326
sc01,y2030,2030-03-24T21:00:00+01:00,14.86777065,14.86777065
sc01,y2030,2030-03-24T22:00:00+01:00,14.06831688,14.06831688
sc01,y2030,2030-03-24T23:00:00+01:00,13.31133431,13.31133431
sc01,y2030,2030-03-25T00:00:00+01:00,12.89911005,12.89911005
sc01,y2030,2030-03-25T01:00:00+01:00,12.61799087,12.61799087
sc01,y2030,2030-03-25T02:00:00+01:00,12.08620088,12.08620088
sc01,y2030,2030-03-25T03:00:00+01:00,11.89993265,11.89993265
sc01,y2030,2030-03-25T04:00:00+01:00,12.07517513,12.07517513
sc01,y2030,2030-03-25T05:00:00+01:00,12.20500813,12.20500813
sc01,y2030,2030-03-25T06:00:00+01:00,12.65534167,12.65534167
sc01,y2030,2030-03-25T07:00:00+01:00,13.26856891,13.26856891
sc01,y2030,2030-03-25T08:00:00+01:00,13.88404445,13.88404445
sc01,y2030,2030-03-25T09:00:00+01:00,14.19741986,14.19741986
sc01,y2030,2030-03-25T10:00:00+01:00,14.3073345,14.3073345
sc01,y2030,2030-03-25T11:00:00+01:00,13.99307553,13.99307553
sc01,y2030,2030-03-25T12:00:00+01:00,13.58283252,13.58283252
sc01,y2030,2030-03-25T13:00:00+01:00,13.31318153,13.31318153
sc01,y2030,2030-03-25T14:00:00+01:00,13.16919521,13.16919521
sc01,y2030,2030-03-25T15:00:00+01:00,13.33320446,13.33320446
sc01,y2030,2030-03-25T16:00:00+01:00,13.83084567,13.83084567
sc01,y2030,2030-03-25T17:00:00+01:00,14.61024772,14.61024772
sc01,y2030,2030-03-25T18:00:00+01:00,15.2715967,15.2715967
sc01,y2030,2030-03-25T19:00:00+01:00,15.21259184,15.21259184
sc01,y2030,2030-03-25T20:00:00+01:00,14.81967009,14.81967009
sc01,y2030,2030-03-25T21:00:00+01:00,14.08574569,14.08574569
sc01,y2030,2030-03-25T22:00:00+01:00,13.33837846,13.33837846
sc01,y2030,2030-03-25T23:00:00+01:00,12.88108326,12.88108326
sc01,y2030,2030-03-26T00:00:00+01:00,12.71374293,12.71374293
sc01,y2030,2030-03-26T01:00:00+01:00,12.64197463,12.64197463
sc01,y2030,2030-03-26T02:00:00+01:00,12.87830217,12.87830217
sc01,y2030,2030-03-26T03:00:00+01:00,13.87766456,13.87766456
sc01,y2030,2030-03-26T04:00:00+01:00,15.24449563,15.24449563
sc01,y2030,2030-03-26T05:00:00+01:00,16.41555497,16.41555497
sc01,y2030,2030-03-26T06:00:00+01:00,17.20723764,17.20723764
sc01,y2030,2030-03-26T07:00:00+01:00,17.53087436,17.53087436
sc01,y2030,2030-03-26T08:00:00+01:00,17.64992848,17.64992848
sc01,y2030,2030-03-26T09:00:00+01:00,17.58689659,17.58689659
sc01,y2030,2030-03-26T10:00:00+01:00,17.35527811,17.35527811
sc01,y2030,2030-03-26T11:00:00+01:00,17.15872905,17.15872905
sc01,y2030,2030-03-26T12:00:00+01:00,16.85947188,16.85947188
sc01,y2030,2030-03-26T13:00:00+01:00,16.63445668,16.63445668
sc01,y2030,2030-03-26T14:00:00+01:00,16.37849008,16.37849008
sc01,y2030,2030-03-26T15:00:00+01:00,16.2598655,16.2598655
sc01,y2030,2030-03-26T16:00:00+01:00,16.37086194,16.37086194
sc01,y2030,2030-03-26T17:00:00+01:00,16.796074,16.796074
sc01,y2030,2030-03-26T18:00:00+01:00,16.94760407,16.94760407
sc01,y2030,2030-03-26T19:00:00+01:00,16.35538525,16.35538525
sc01,y2030,2030-03-26T20:00:00+01:00,15.5739639,15.5739639
sc01,y2030,2030-03-26T21:00:00+01:00,14.73604708,14.73604708
sc01,y2030,2030-03-26T22:00:00+01:00,13.86201182,13.86201182
sc01,y2030,2030-03-26T23:00:00+01:00,13.45699279,13.45699279
sc01,y2030,2030-03-27T00:00:00+01:00,13.23932477,13.23932477
sc01,y2030,2030-03-27T01:00:00+01:00,13.14886155,13.14886155
sc01,y2030,2030-03-27T02:00:00+01:00,13.32836171,13.32836171
sc01,y2030,2030-03-27T03:00:00+01:00,14.14721825,14.14721825
sc01,y2030,2030-03-27T04:00:00+01:00,15.47985852,15.47985852
sc01,y2030,2030-03-27T05:00:00+01:00,16.52486038,16.52486038
sc01,y2030,2030-03-27T06:00:00+01:00,17.22148329,17.22148329
sc01,y2030,2030-03-27T07:00:00+01:00,17.46806485,17.46806485
sc01,y2030,2030-03-27T08:00:00+01:00,17.57217078,17.57217078
sc01,y2030,2030-03-27T09:00:00+01:00,17.45347869,17.45347869
sc01,y2030,2030-03-27T10:00:00+01:00,17.23263247,17.23263247
sc01,y2030,2030-03-27T11:00:00+01:00,16.98284457,16.98284457
sc01,y2030,2030-03-27T12:00:00+01:00,16.73124618,16.73124618
sc01,y2030,2030-03-27T13:00:00+01:00,16.5322443,16.5322443
sc01,y2030,2030-03-27T14:00:00+01:00,16.31738054,16.31738054
sc01,y2030,2030-03-27T15:00:00+01:00,16.21411384,16.21411384
sc01,y2030,2030-03-27T16:00:00+01:00,16.35034262,16.35034262
sc01,y2030,2030-03-27T17:00:00+01:00,16.74038831,16.74038831
sc01,y2030,2030-03-27T18:00:00+01:00,16.87413052,16.87413052
sc01,y2030,2030-03-27T19:00:00+01:00,16.28999024,16.28999024
sc01,y2030,2030-03-27T20:00:00+01:00,15.50143448,15.50143448
sc01,y2030,2030-03-27T21:00:00+01:00,14.67004151,14.67004151
sc01,y2030,2030-03-27T22:00:00+01:00,13.78553116,13.78553116
sc01,y2030,2030-03-27T23:00:00+01:00,13.32219095,13.32219095
sc01,y2030,2030-03-28T00:00:00+01:00,13.1086638,13.1086638
sc01,y2030,2030-03-28T01:00:00+01:00,13.03293235,13.03293235
sc01,y2030,2030-03-28T02:00:00+01:00,13.21559383,13.21559383
sc01,y2030,2030-03-28T03:00:00+01:00,14.04152257,14.04152257
sc01,y2030,2030-03-28T04:00:00+01:00,15.33204671,15.33204671
sc01,y2030,2030-03-28T05:00:00+01:00,16.42086631,16.42086631
sc01,y2030,2030-03-28T06:00:00+01:00,17.11021979,17.11021979
sc01,y2030,2030-03-28T07:00:00+01:00,17.36333613,17.36333613
sc01,y2030,2030-03-28T08:00:00+01:00,17.44995335,17.44995335
sc01,y2030,2030-03-28T09:00:00+01:00,17.36022213,17.36022213
sc01,y2030,2030-03-28T10:00:00+01:00,17.11816033,17.11816033
sc01,y2030,2030-03-28T11:00:00+01:00,16.89949656,16.89949656
sc01,y2030,2030-03-28T12:00:00+01:00,16.67462564,16.67462564
sc01,y2030,2030-03-28T13:00:00+01:00,16.55432724,16.55432724
sc01,y2030,2030-03-28T14:00:00+01:00,16.35622216,16.35622216
sc01,y2030,2030-03-28T15:00:00+01:00,16.28539634,16.28539634
sc01,y2030,2030-03-28T16:00:00+01:00,16.44179531,16.44179531
sc01,y2030,2030-03-28T17:00:00+01:00,16.81070252,16.81070252
sc01,y2030,2030-03-28T18:00:00+01:00,16.93274291,16.93274291
sc01,y2030,2030-03-28T19:00:00+01:00,16.31375063,16.31375063
sc01,y2030,2030-03-28T20:00:00+01:00,15.58040104,15.58040104
sc01,y2030,2030-03-28T21:00:00+01:00,14.71959185,14.71959185
sc01,y2030,2030-03-28T22:00:00+01:00,13.82907654,13.82907654
sc01,y2030,2030-03-28T23:00:00+01:00,13.35595023,13.35595023
sc01,y2030,2030-03-29T00:00:00+01:00,13.13336567,13.13336567
sc01,y2030,2030-03-29T01:00:00+01:00,13.02172955,13.02172955
sc01,y2030,2030-03-29T02:00:00+01:00,13.17226752,13.17226752
sc01,y2030,2030-03-29T03:00:00+01:00,13.99043409,13.99043409
sc01,y2030,2030-03-29T04:00:00+01:00,15.3050095,15.3050095
sc01,y2030,2030-03-29T05:00:00+01:00,16.42135178,16.42135178
sc01,y2030,2030-03-29T06:00:00+01:00,17.10537472,17.10537472
sc01,y2030,2030-03-29T07:00:00+01:00,17.43091326,17.43091326
sc01,y2030,2030-03-29T08:00:00+01:00,17.55428,17.55428
sc01,y2030,2030-03-29T09:00:00+01:00,17.49542173,17.49542173
sc01,y2030,2030-03-29T10:00:00+01:00,17.28720989,17.28720989
sc01,y2030,2030-03-29T11:00:00+01:00,17.11752032,17.11752032
sc01,y2030,2030-03-29T12:00:00+01:00,16.96602334,16.96602334
sc01,y2030,2030-03-29T13:00:00+01:00,16.76527384,16.76527384
sc01,y2030,2030-03-29T14:00:00+01:00,16.60021358,16.60021358
sc01,y2030,2030-03-29T15:00:00+01:00,16.48770284,16.48770284
sc01,y2030,2030-03-29T16:00:00+01:00,16.6505972,16.6505972
sc01,y2030,2030-03-29T17:00:00+01:00,16.93140068,16.93140068
sc01,y2030,2030-03-29T18:00:00+01:00,17.00462471,17.00462471
sc01,y2030,2030-03-29T19:00:00+01:00,16.38663712,16.38663712
sc01,y2030,2030-03-29T20:00:00+01:00,15.62679403,15.62679403
sc01,y2030,2030-03-29T21:00:00+01:00,14.76854521,14.76854521
sc01,y2030,2030-03-29T22:00:00+01:00,13.9276815,13.9276815
sc01,y2030,2030-03-29T23:00:00+01:00,13.44182155,13.44182155
sc01,y2030,2030-03-30T00:00:00+01:00,13.24233122,13.24233122
sc01,y2030,2030-03-30T01:00:00+01:00,13.13438227,13.13438227
sc01,y2030,2030-03-30T02:00:00+01:00,13.29014818,13.29014818
sc01,y2030,2030-03-30T03:00:00+01:00,14.06126587,14.06126587
sc01,y2030,2030-03-30T04:00:00+01:00,15.36601778,15.36601778
sc01,y2030,2030-03-30T05:00:00+01:00,16.46930376,16.46930376
sc01,y2030,2030-03-30T06:00:00+01:00,17.18109062,17.18109062
sc01,y2030,2030-03-30T07:00:00+01:00,17.49560076,17.49560076
sc01,y2030,2030-03-30T08:00:00+01:00,17.62479243,17.62479243
sc01,y2030,2030-03-30T09:00:00+01:00,17.53769637,17.53769637
sc01,y2030,2030-03-30T10:00:00+01:00,17.28261996,17.28261996
sc01,y2030,2030-03-30T11:00:00+01:00,17.02909758,17.02909758
sc01,y2030,2030-03-30T12:00:00+01:00,16.79100092,16.79100092
sc01,y2030,2030-03-30T13:00:00+01:00,16.57156643,16.57156643
sc01,y2030,2030-03-30T14:00:00+01:00,16.39076474,16.39076474
sc01,y2030,2030-03-30T15:00:00+01:00,16.29210121,16.29210121
sc01,y2030,2030-03-30T16:00:00+01:00,16.40087449,16.40087449
sc01,y2030,2030-03-30T17:00:00+01:00,16.65422049,16.65422049
sc01,y2030,2030-03-30T18:00:00+01:00,16.62107673,16.62107673
sc01,y2030,2030-03-30T19:00:00+01:00,16.06230281,16.06230281
sc01,y2030,2030-03-30T20:00:00+01:00,15.50108105,15.50108105
sc01,y2030,2030-03-30T21:00:00+01:00,14.70308136,14.70308136
sc01,y2030,2030-03-30T22:00:00+01:00,13.82839153,13.82839153
sc01,y2030,2030-03-30T23:00:00+01:00,13.21944679,13.21944679
sc01,y2030,2030-03-31T00:00:00+01:00,12.90114722,12.90114722
sc01,y2030,2030-03-31T01:00:00+01:00,12.69210641,12.69210641
sc01,y2030,2030-03-31T02:00:00+01:00,12.62053601,12.62053601
sc01,y2030,2030-03-31T03:00:00+02:00,12.70556313,12.70556313
sc01,y2030,2030-03-31T04:00:00+02:00,13.16939145,13.16939145
sc01,y2030,2030-03-31T05:00:00+02:00,13.83958969,13.83958969
sc01,y2030,2030-03-31T06:00:00+02:00,14.58786894,14.58786894
sc01,y2030,2030-03-31T07:00:00+02:00,15.1654728,15.1654728
sc01,y2030,2030-03-31T08:00:00+02:00,15.38669561,15.38669561
sc01,y2030,2030-03-31T09:00:00+02:00,15.32093889,15.32093889
sc01,y2030,2030-03-31T10:00:00+02:00,15.13048678,15.13048678
sc01,y2030,2030-03-31T11:00:00+02:00,14.73286259,14.73286259
sc01,y2030,2030-03-31T12:00:00+02:00,14.41562331,14.41562331
sc01,y2030,2030-03-31T13:00:00+02:00,14.1477335,14.1477335
sc01,y2030,2030-03-31T14:00:00+02:00,14.03855682,14.03855682
sc01,y2030,2030-03-31T15:00:00+02:00,14.1133084,14.1133084
sc01,y2030,2030-03-31T16:00:00+02:00,14.41248317,14.41248317
sc01,y2030,2030-03-31T17:00:00+02:00,14.88116615,14.88116615
sc01,y2030,2030-03-31T18:00:00+02:00,15.11476654,15.11476654
sc01,y2030,2030-03-31T19:00:00+02:00,14.84860449,14.84860449
sc01,y2030,2030-03-31T20:00:00+02:00,14.42061134,14.42061134
sc01,y2030,2030-03-31T21:00:00+02:00,13.68740835,13.68740835
sc01,y2030,2030-03-31T22:00:00+02:00,12.87636229,12.87636229
sc01,y2030,2030-03-31T23:00:00+02:00,12.34358151,12.34358151
sc01,y2030,2030-04-01T00:00:00+02:00,12.05955449,12.05955449
sc01,y2030,2030-04-01T01:00:00+02:00,11.80769435,11.80769435
sc01,y2030,2030-04-01T02:00:00+02:00,11.67988925,11.67988925
sc01,y2030,2030-04-01T03:00:00+02:00,11.61017633,11.61017633
sc01,y2030,2030-04-01T04:00:00+02:00,11.67100657,11.67100657
sc01,y2030,2030-04-01T05:00:00+02:00,11.98319363,11.98319363
sc01,y2030,2030-04-01T06:00:00+02:00,12.6503917,12.6503917
sc01,y2030,2030-04-01T07:00:00+02:00,13.19551464,13.19551464
sc01,y2030,2030-04-01T08:00:00+02:00,13.58885899,13.58885899
sc01,y2030,2030-04-01T09:00:00+02:00,13.75152038,13.75152038
sc01,y2030,2030-04-01T10:00:00+02:00,13.67572274,13.67572274
sc01,y2030,2030-04-01T11:00:00+02:00,13.33002626,13.33002626
sc01,y2030,2030-04-01T12:00:00+02:00,12.95678426,12.95678426
sc01,y2030,2030-04-01T13:00:00+02:00,12.69998804,12.69998804
sc01,y2030,2030-04-01T14:00:00+02:00,12.59158771,12.59158771
sc01,y2030,2030-04-01T15:00:00+02:00,12.78276256,12.78276256
sc01,y2030,2030-04-01T16:00:00+02:00,13.25472435,13.25472435
sc01,y2030,2030-04-01T17:00:00+02:00,14.00932856,14.00932856
sc01,y2030,2030-04-01T18:00:00+02:00,14.5222393,14.5222393
sc01,y2030,2030-04-01T19:00:00+02:00,14.49171084,14.49171084
sc01,y2030,2030-04-01T20:00:00+02:00,14.05610907,14.05610907
sc01,y2030,2030-04-01T21:00:00+02:00,13.35673287,13.35673287
sc01,y2030,2030-04-01T22:00:00+02:00,12.61146603,12.61146603
sc01,y2030,2030-04-01T23:00:00+02:00,12.19664368,12.19664368
sc01,y2030,2030-04-02T00:00:00+02:00,12.04754193,12.04754193
sc01,y2030,2030-04-02T01:00:00+02:00,11.98876011,11.98876011
sc01,y2030,2030-04-02T02:00:00+02:00,12.24366046,12.24366046
sc01,y2030,2030-04-02T03:00:00+02:00,13.20274237,13.20274237
sc01,y2030,2030-04-02T04:00:00+02:00,14.53677152,14.53677152
sc01,y2030,2030-04-02T05:00:00+02:00,15.73644129,15.73644129
sc01,y2030,2030-04-02T06:00:00+02:00,16.51311189,16.51311189
sc01,y2030,2030-04-02T07:00:00+02:00,16.92193755,16.92193755
sc01,y2030,2030-04-02T08:00:00+02:00,17.06865234,17.06865234
sc01,y2030,2030-04-02T09:00:00+02:00,16.9456728,16.9456728
sc01,y2030,2030-04-02T10:00:00+02:00,16.78399789,16.78399789
sc01,y2030,2030-04-02T11:00:00+02:00,16.61316829,16.61316829
sc01,y2030,2030-04-02T12:00:00+02:00,16.34150561,16.34150561
sc01,y2030,2030-04-02T13:00:00+02:00,16.10817989,16.10817989
sc01,y2030,2030-04-02T14:00:00+02:00,15.91753187,15.91753187
sc01,y2030,2030-04-02T15:00:00+02:00,15.77329935,15.77329935
sc01,y2030,2030-04-02T16:00:00+02:00,15.85693891,15.85693891
sc01,y2030,2030-04-02T17:00:00+02:00,16.19102225,16.19102225
sc01,y2030,2030-04-02T18:00:00+02:00,16.32391961,16.32391961
sc01,y2030,2030-04-02T19:00:00+02:00,15.7885745,15.7885745
sc01,y2030,2030-04-02T20:00:00+02:00,15.10720855,15.10720855
sc01,y2030,2030-04-02T21:00:00+02:00,14.25634397,14.25634397
sc01,y2030,2030-04-02T22:00:00+02:00,13.40845706,13.40845706
sc01,y2030,2030-04-02T23:00:00+02:00,12.88292088,12.88292088
sc01,y2030,2030-04-03T00:00:00+02:00,12.70274432,12.70274432
sc01,y2030,2030-04-03T01:00:00+02:00,12.58478225,12.58478225
sc01,y2030,2030-04-03T02:00:00+02:00,12.75002286,12.75002286
sc01,y2030,2030-04-03T03:00:00+02:00,13.52918731,13.52918731
sc01,y2030,2030-04-03T04:00:00+02:00,14.76605036,14.76605036
sc01,y2030,2030-04-03T05:00:00+02:00,15.88222618,15.88222618
sc01,y2030,2030-04-03T06:00:00+02:00,16.60767163,16.60767163
sc01,y2030,2030-04-03T07:00:00+02:00,16.91711433,16.91711433
sc01,y2030,2030-04-03T08:00:00+02:00,17.22835692,17.22835692
sc01,y2030,2030-04-03T09:00:00+02:00,17.13884941,17.13884941
sc01,y2030,2030-04-03T10:00:00+02:00,16.93211051,16.93211051
sc01,y2030,2030-04-03T11:00:00+02:00,16.81255504,16.81255504
sc01,y2030,2030-04-03T12:00:00+02:00,16.64887573,16.64887573
sc01,y2030,2030-04-03T13:00:00+02:00,16.49181457,16.49181457
sc01,y2030,2030-04-03T14:00:00+02:00,16.34710552,16.34710552
sc01,y2030,2030-04-03T15:00:00+02:00,16.2634471,16.2634471
sc01,y2030,2030-04-03T16:00:00+02:00,16.38122319,16.38122319
sc01,y2030,2030-04-03T17:00:00+02:00,16.60692738,16.60692738
sc01,y2030,2030-04-03T18:00:00+02:00,16.64643152,16.64643152
sc01,y2030,2030-04-03T19:00:00+02:00,16.13360781,16.13360781
sc01,y2030,2030-04-03T20:00:00+02:00,15.48448981,15.48448981
sc01,y2030,2030-04-03T21:00:00+02:00,14.65360481,14.65360481
sc01,y2030,2030-04-03T22:00:00+02:00,13.77372277,13.77372277
sc01,y2030,2030-04-03T23:00:00+02:00,13.24971944,13.24971944
sc01,y2030,2030-04-04T00:00:00+02:00,13.02636713,13.02636713
sc01,y2030,2030-04-04T01:00:00+02:00,12.92988737,12.92988737
sc01,y2030,2030-04-04T02:00:00+02:00,13.06065424,13.06065424
sc01,y2030,2030-04-04T03:00:00+02:00,13.75013281,13.75013281
sc01,y2030,2030-04-04T04:00:00+02:00,14.99742727,14.99742727
sc01,y2030,2030-04-04T05:00:00+02:00,16.13497486,16.13497486
sc01,y2030,2030-04-04T06:00:00+02:00,16.87138782,16.87138782
sc01,y2030,2030-04-04T07:00:00+02:00,17.31489174,17.31489174
sc01,y2030,2030-04-04T08:00:00+02:00,17.47741215,17.47741215
sc01,y2030,2030-04-04T09:00:00+02:00,17.38763659,17.38763659
sc01,y2030,2030-04-04T10:00:00+02:00,17.15445582,17.15445582
sc01,y2030,2030-04-04T11:00:00+02:00,16.98385488,16.98385488
sc01,y2030,2030-04-04T12:00:00+02:00,16.77274381,16.77274381
sc01,y2030,2030-04-04T13:00:00+02:00,16.55280796,16.55280796
sc01,y2030,2030-04-04T14:00:00+02:00,16.33370274,16.33370274
sc01,y2030,2030-04-04T15:00:00+02:00,16.2270477,16.2270477
sc01,y2030,2030-04-04T16:00:00+02:00,16.25563463,16.25563463
sc01,y2030,2030-04-04T17:00:00+02:00,16.51675637,16.51675637
sc01,y2030,2030-04-04T18:00:00+02:00,16.55559567,16.55559567
sc01,y2030,2030-04-04T19:00:00+02:00,16.12841858,16.12841858
sc01,y2030,2030-04-04T20:00:00+02:00,15.47902426,15.47902426
sc01,y2030,2030-04-04T21:00:00+02:00,14.70934907,14.70934907
sc01,y2030,2030-04-04T22:00:00+02:00,13.82676867,13.82676867
sc01,y2030,2030-04-04T23:00:00+02:00,13.32363742,13.32363742
sc01,y2030,2030-04-05T00:00:00+02:00,13.09520575,13.09520575
sc01,y2030,2030-04-05T01:00:00+02:00,12.98257058,12.98257058
sc01,y2030,2030-04-05T02:00:00+02:00,13.09987543,13.09987543
sc01,y2030,2030-04-05T03:00:00+02:00,13.68681567,13.68681567
sc01,y2030,2030-04-05T04:00:00+02:00,14.77411632,14.77411632
sc01,y2030,2030-04-05T05:00:00+02:00,15.75856824,15.75856824
sc01,y2030,2030-04-05T06:00:00+02:00,16.50522828,16.50522828
sc01,y2030,2030-04-05T07:00:00+02:00,16.91140191,16.91140191
sc01,y2030,2030-04-05T08:00:00+02:00,17.04571927,17.04571927
sc01,y2030,2030-04-05T09:00:00+02:00,16.92723566,16.92723566
sc01,y2030,2030-04-05T10:00:00+02:00,16.68995638,16.68995638
sc01,y2030,2030-04-05T11:00:00+02:00,16.48078486,16.48078486
sc01,y2030,2030-04-05T12:00:00+02:00,16.18922037,16.18922037
sc01,y2030,2030-04-05T13:00:00+02:00,15.94169302,15.94169302
sc01,y2030,2030-04-05T14:00:00+02:00,15.68179901,15.68179901
sc01,y2030,2030-04-05T15:00:00+02:00,15.51055674,15.51055674
sc01,y2030,2030-04-05T16:00:00+02:00,15.55561578,15.55561578
sc01,y2030,2030-04-05T17:00:00+02:00,15.84652934,15.84652934
sc01,y2030,2030-04-05T18:00:00+02:00,16.0734338,16.0734338
sc01,y2030,2030-04-05T19:00:00+02:00,15.71210807,15.71210807
sc01,y2030,2030-04-05T20:00:00+02:00,15.15996257,15.15996257
sc01,y2030,2030-04-05T21:00:00+02:00,14.34439906,14.34439906
sc01,y2030,2030-04-05T22:00:00+02:00,13.44391961,13.44391961
sc01,y2030,2030-04-05T23:00:00+02:00,12.89401315,12.89401315
sc01,y2030,2030-04-06T00:00:00+02:00,12.60735098,12.60735098
sc01,y2030,2030-04-06T01:00:00+02:00,12.41134396,12.41134396
sc01,y2030,2030-04-06T02:00:00+02:00,12.30201638,12.30201638
sc01,y2030,2030-04-06T03:00:00+02:00,12.4826301,12.4826301
sc01,y2030,2030-04-06T04:00:00+02:00,13.15018657,13.15018657
sc01,y2030,2030-04-06T05:00:00+02:00,13.95455325,13.95455325
sc01,y2030,2030-04-06T06:00:00+02:00,14.61958377,14.61958377
sc01,y2030,2030-04-06T07:00:00+02:00,15.05200303,15.05200303
sc01,y2030,2030-04-06T08:00:00+02:00,15.2824239,15.2824239
sc01,y2030,2030-04-06T09:00:00+02:00,15.2055534,15.2055534
sc01,y2030,2030-04-06T10:00:00+02:00,14.95616162,14.95616162
sc01,y2030,2030-04-06T11:00:00+02:00,14.72623318,14.72623318
sc01,y2030,2030-04-06T12:00:00+02:00,14.42681452,14.42681452
sc01,y2030,2030-04-06T13:00:00+02:00,14.17238144,14.17238144
sc01,y2030,2030-04-06T14:00:00+02:00,13.99205132,13.99205132
sc01,y2030,2030-04-06T15:00:00+02:00,13.98243796,13.98243796
sc01,y2030,2030-04-06T16:00:00+02:00,14.10795735,14.10795735
sc01,y2030,2030-04-06T17:00:00+02:00,14.4560676,14.4560676
sc01,y2030,2030-04-06T18:00:00+02:00,14.81114117,14.81114117
sc01,y2030,2030-04-06T19:00:00+02:00,14.64288153,14.64288153
sc01,y2030,2030-04-06T20:00:00+02:00,14.23664006,14.23664006
sc01,y2030,2030-04-06T21:00:00+02:00,13.51778166,13.51778166
sc01,y2030,2030-04-06T22:00:00+02:00,12.70631797,12.70631797
